Crop,State,year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Moong,Arunachal Pradesh,2023,164040.05,1520675.22,5855.57,8558,3.083277311,186.4333333
Moong,Assam,2023,12000.00,9156.00,763.00,8558,2.051428571,186.4333333
Moong,Bihar,2023,165082.00,111497.31,675.00,8558,0.294453782,186.4333333
Moong,Chhattisgarh,2023,4710.00,1820.16,386.00,8558,0.698907563,186.4333333
Moong,Gujarat,2023,131748.00,105062.33,797.00,8558,0.169327731,186.4333333
Moong,Haryana,2023,32320.00,21879.66,677.00,8558,0.630840336,186.4333333
Moong,Himachal Pradesh,2023,215325.39,1232853.59,5655.61,8558,2.242352941,186.4333333
Moong,Jammu And Kashmir,2023,174951.06,1459440.86,5813.03,8558,2.904369748,186.4333333
Moong,Jharkhand,2023,20909.00,18546.28,887.00,8558,0.552773109,186.4333333
Moong,Karnataka,2023,292000.00,91931.00,315.00,8558,0.374705882,186.4333333
Moong,Kerala,2023,179.90,124.41,692.00,8558,1.378403361,186.4333333
Moong,Madhya Pradesh,2023,1118525.00,1337686.00,1196.00,8558,0.426134454,186.4333333
Moong,Maharashtra,2023,190860.00,72496.10,380.00,8558,0.362352941,186.4333333
Moong,Manipur,2023,306226.56,722701.46,5301.19,8558,0.751848739,186.4333333
Moong,Nagaland,2023,267502.47,940027.36,5452.18,8558,1.386806723,186.4333333
Moong,Odisha,2023,257760.00,88114.45,342.00,8558,1.049747899,186.4333333
Moong,Puducherry,2023,306426.43,721579.75,5300.41,8558,0.748571429,186.4333333
Moong,Punjab,2023,16300.00,17527.40,1075.00,8558,0.938151261,186.4333333
Moong,Rajasthan,2023,2364015.00,813221.16,344.00,8558,0.375630252,186.4333333
Moong,Tamil Nadu,2023,128370.00,39018.84,304.00,8558,0.782016807,186.4333333
Moong,Telangana,2023,28000.00,20811.00,743.00,8558,0.818991597,186.4333333
Moong,Tripura,2023,262310.90,969163.30,5472.42,8558,1.471932773,186.4333333
Moong,Uttar Pradesh,2023,113000.00,67116.00,594.00,8558,0.375966387,186.4333333
Moong,West Bengal,2023,64256.00,41255.10,642.00,8558,0.977394958,186.4333333
Nigerseed,Andhra Pradesh,2023,1000.00,399.00,399.00,7734,0.676806723,275.0833333
Nigerseed,Assam,2023,5000.00,2900.00,580.00,7734,2.051428571,275.0833333
Nigerseed,Chhattisgarh,2023,22990.00,4988.83,217.00,7734,0.698907563,275.0833333
Nigerseed,Gujarat,2023,1070.00,467.59,437.00,7734,0.169327731,275.0833333
Nigerseed,Jharkhand,2023,1458.00,551.12,378.00,7734,0.552773109,275.0833333
Nigerseed,Karnataka,2023,480622.05,2012142.33,3294.91,7734,0.374705882,275.0833333
Nigerseed,Madhya Pradesh,2023,10000.00,2930.00,293.00,7734,0.426134454,275.0833333
Nigerseed,Maharashtra,2023,4810.00,899.47,187.00,7734,0.362352941,275.0833333
Nigerseed,Odisha,2023,35250.00,13077.75,371.00,7734,1.049747899,275.0833333
Nigerseed,West Bengal,2023,1100.00,572.00,520.00,7734,0.977394958,275.0833333
Other Pulses,Andhra Pradesh,2023,43000.00,27459.00,639.00,6479,0.676806723,171.2583333
Other Pulses,Arunachal Pradesh,2023,212107.42,568023.71,471.49,6469,3.083277311,171.2583333
Other Pulses,Assam,2023,45000.00,41195.00,915.00,6434,2.051428571,171.2583333
Other Pulses,Bihar,2023,65697.00,67059.39,1021.00,6394,0.294453782,171.2583333
Other Pulses,Chhattisgarh,2023,184740.00,99329.46,538.00,6478,0.698907563,171.2583333
Other Pulses,Goa,2023,398737.46,1615421.79,1199.15,6387,0.023109244,171.2583333
Other Pulses,Gujarat,2023,40542.00,25179.35,621.00,6479,0.169327731,171.2583333
Other Pulses,Haryana,2023,2590.00,2728.25,1053.00,6393,0.630840336,171.2583333
Other Pulses,Himachal Pradesh,2023,22655.00,43934.76,1939.00,2095,2.242352941,171.2583333
Other Pulses,Jammu And Kashmir,2023,223018.43,629258.07,514.03,6469,2.904369748,171.2583333
Other Pulses,Jharkhand,2023,86019.00,96945.38,1127.00,6393,0.552773109,171.2583333
Other Pulses,Karnataka,2023,253000.00,145815.00,576.00,6478,0.374705882,171.2583333
Other Pulses,Kerala,2023,1249.33,1709.19,1368.00,6371,1.378403361,171.2583333
Other Pulses,Ladakh,2023,332272.03,1242407.02,940.00,6443,1.112941176,171.2583333
Other Pulses,Madhya Pradesh,2023,129000.00,136095.00,1055.00,6393,0.426134454,171.2583333
Other Pulses,Maharashtra,2023,171620.00,99656.08,581.00,6479,0.362352941,171.2583333
Other Pulses,Manipur,2023,354293.92,1365997.46,1025.87,6394,0.751848739,171.2583333
Other Pulses,Meghalaya,2023,255244.09,810113.71,639.68,6469,2.375966387,171.2583333
Other Pulses,Mizoram,2023,319018.92,1168028.41,888.33,6443,1.330252101,171.2583333
Other Pulses,Nagaland,2023,315569.83,1148671.57,874.88,6443,1.386806723,171.2583333
Other Pulses,Odisha,2023,364040.00,202463.80,556.00,6478,1.049747899,171.2583333
Other Pulses,Puducherry,2023,354493.80,1367119.18,1026.65,6394,0.748571429,171.2583333
Other Pulses,Punjab,2023,1800.00,2674.80,1486.00,6371,0.938151261,171.2583333
Other Pulses,Rajasthan,2023,995380.00,401178.65,403.00,6478,0.375630252,171.2583333
Other Pulses,Sikkim,2023,93777.53,96062.81,10.13,6422,5.023529412,171.2583333
Other Pulses,Tamil Nadu,2023,208950.00,133651.54,640.00,6479,0.782016807,171.2583333
Other Pulses,Telangana,2023,4000.00,3404.00,851.00,6449,0.818991597,171.2583333
Other Pulses,Tripura,2023,310378.26,1119535.63,854.64,6449,1.471932773,171.2583333
Other Pulses,Uttar Pradesh,2023,468000.00,761436.00,1627.00,5148,0.375966387,171.2583333
Other Pulses,Uttarakhand,2023,30472.00,30137.93,989.00,6446,1.416218487,171.2583333
Other Pulses,West Bengal,2023,108869.00,134507.90,1236.00,6376,0.977394958,171.2583333
Ragi,Andhra Pradesh,2023,27000.00,32994.00,1222.00,3846,0.676806723,245.75
Ragi,Arunachal Pradesh,2023,413499.04,3282917.26,9626.93,3846,3.083277311,245.75
Ragi,Bihar,2023,2193.00,1923.26,877.00,3846,0.294453782,245.75
Ragi,Chhattisgarh,2023,4180.00,1162.04,278.00,3846,0.698907563,245.75
Ragi,Dadra And Nagar Haveli,2023,596362.24,4309175.25,10339.90,3846,0.08487395,245.75
Ragi,Gujarat,2023,9930.00,8145.98,820.00,3846,0.169327731,245.75
Ragi,Himachal Pradesh,2023,1024.00,897.02,876.00,3846,2.242352941,245.75
Ragi,Jammu And Kashmir,2023,424410.05,3344151.62,9669.47,3846,2.904369748,245.75
Ragi,Jharkhand,2023,33822.00,32841.16,971.00,3846,0.552773109,245.75
Ragi,Karnataka,2023,811000.00,1016994.00,1254.00,3846,0.374705882,245.75
Ragi,Kerala,2023,215.00,286.17,1331.00,3846,1.378403361,245.75
Ragi,Maharashtra,2023,70040.00,90141.48,1287.00,3846,0.362352941,245.75
Ragi,Nagaland,2023,516961.45,3863565.12,10030.32,3846,1.386806723,245.75
Ragi,Odisha,2023,64700.00,54736.20,846.00,3846,1.049747899,245.75
Ragi,Puducherry,2023,555885.42,4082012.74,10182.09,3846,0.748571429,245.75
Ragi,Sikkim,2023,295169.16,2618830.75,9165.57,3846,5.023529412,245.75
Ragi,Tamil Nadu,2023,72680.00,181118.56,2492.00,3846,0.782016807,245.75
Ragi,Uttarakhand,2023,68806.00,105961.24,1540.00,3846,1.416218487,245.75
Ragi,West Bengal,2023,6476.00,6229.91,962.00,3846,0.977394958,245.75
Rapeseed & Mustard,Andhra Pradesh,2023,1000.00,676.00,676.00,5650,0.676806723,171.1083333
Rapeseed & Mustard,Arunachal Pradesh,2023,246493.44,272387.34,147.84,5650,3.083277311,171.1083333
Rapeseed & Mustard,Assam,2023,298000.00,207110.00,695.00,5650,2.051428571,171.1083333
Rapeseed & Mustard,Bihar,2023,78301.00,90281.05,1153.00,5650,0.294453782,171.1083333
Rapeseed & Mustard,Chhattisgarh,2023,38010.00,19081.02,502.00,5650,0.698907563,171.1083333
Rapeseed & Mustard,Delhi,2023,396136.75,1112209.85,435.61,5650,0.629579832,171.1083333
Rapeseed & Mustard,Gujarat,2023,277347.00,483970.52,1745.00,5650,0.169327731,171.1083333
Rapeseed & Mustard,Haryana,2023,754270.00,1418781.87,1881.00,5650,0.630840336,171.1083333
Rapeseed & Mustard,Himachal Pradesh,2023,8188.00,6640.47,811.00,5650,2.242352941,171.1083333
Rapeseed & Mustard,Jammu And Kashmir,2023,257404.45,333621.70,105.30,5650,2.904369748,171.1083333
Rapeseed & Mustard,Jharkhand,2023,370524.00,294566.58,795.00,5650,0.552773109,171.1083333
Rapeseed & Mustard,Kerala,2023,2.65,2.53,955.00,5650,1.378403361,171.1083333
Rapeseed & Mustard,Ladakh,2023,366658.06,946770.66,320.67,5650,1.112941176,171.1083333
Rapeseed & Mustard,Madhya Pradesh,2023,1335000.00,1747515.00,1309.00,5650,0.426134454,171.1083333
Rapeseed & Mustard,Maharashtra,2023,18160.00,6846.32,377.00,5650,0.362352941,171.1083333
Rapeseed & Mustard,Manipur,2023,388679.95,1070361.10,406.54,5650,0.751848739,171.1083333
Rapeseed & Mustard,Meghalaya,2023,289630.11,514477.35,20.35,5650,2.375966387,171.1083333
Rapeseed & Mustard,Mizoram,2023,353404.95,872392.05,269.00,5650,1.330252101,171.1083333
Rapeseed & Mustard,Nagaland,2023,349955.86,853035.20,255.55,5650,1.386806723,171.1083333
Rapeseed & Mustard,Odisha,2023,22540.00,7686.14,341.00,5650,1.049747899,171.1083333
Rapeseed & Mustard,Punjab,2023,53000.00,82892.00,1564.00,5650,0.938151261,171.1083333
Rapeseed & Mustard,Rajasthan,2023,3766000.00,5976642.00,1587.00,5650,0.375630252,171.1083333
Rapeseed & Mustard,Sikkim,2023,128163.56,391699.17,609.20,5650,5.023529412,171.1083333
Rapeseed & Mustard,Tamil Nadu,2023,360.00,79.92,222.00,5650,0.782016807,171.1083333
Rapeseed & Mustard,Telangana,2023,384585.12,1047380.24,390.57,5650,0.818991597,171.1083333
Rapeseed & Mustard,Tripura,2023,344764.29,823899.26,235.31,5650,1.471932773,171.1083333
Rapeseed & Mustard,Uttar Pradesh,2023,1300000.00,1874600.00,1442.00,5650,0.375966387,171.1083333
Rapeseed & Mustard,Uttarakhand,2023,23879.00,22040.32,923.00,5650,1.416218487,171.1083333
Rapeseed & Mustard,West Bengal,2023,632896.00,787955.52,1245.00,5650,0.977394958,171.1083333
Rice,Andaman And Nicobar Islands,2023,566412.67,4015559.45,9196.92,2183,0,177.225
Rice,Andhra Pradesh,2023,1921000.00,7359136.00,3831.00,2183,0.676806723,177.225
Rice,Arunachal Pradesh,2023,378373.26,2960251.81,8463.76,2183,3.083277311,177.225
Rice,Assam,2023,2318000.00,4928814.00,2126.00,2183,2.051428571,177.225
Rice,Bihar,2023,3106186.00,7872611.86,2534.00,2183,0.294453782,177.225
Rice,Chandigarh,2023,488718.48,3579527.08,8893.99,2183,1.27394958,177.225
Rice,Chhattisgarh,2023,3821550.00,9702915.45,2539.00,2183,0.698907563,177.225
Rice,Dadra And Nagar Haveli,2023,561236.47,3986509.80,9176.74,2183,0.08487395,177.225
Rice,Delhi,2023,528016.57,3800074.32,9047.22,2183,0.629579832,177.225
Rice,Goa,2023,565003.31,4007649.89,9191.42,2183,0.023109244,177.225
Rice,Gujarat,2023,961794.00,2484054.78,2583.00,2183,0.169327731,177.225
Rice,Haryana,2023,1563450.00,5975505.90,3822.00,2183,0.630840336,177.225
Rice,Himachal Pradesh,2023,69870.00,151967.25,2175.00,2183,2.242352941,177.225
Rice,Jammu And Kashmir,2023,389284.27,3021486.17,8506.31,2183,2.904369748,177.225
Rice,Jharkhand,2023,1092490.00,1836836.21,1681.00,2183,0.552773109,177.225
Rice,Karnataka,2023,1035000.00,3262956.00,3153.00,2183,0.374705882,177.225
Rice,Kerala,2023,252383.00,696610.04,2760.00,2183,1.378403361,177.225
Rice,Madhya Pradesh,2023,3315400.00,6898003.00,2081.00,2183,0.426134454,177.225
Rice,Maharashtra,2023,1696720.00,3948820.40,2327.00,2183,0.362352941,177.225
Rice,Manipur,2023,520559.77,3758225.57,9018.14,2183,0.751848739,177.225
Rice,Meghalaya,2023,421509.94,3202341.82,8631.95,2183,2.375966387,177.225
Rice,Mizoram,2023,485284.77,3560256.52,8880.61,2183,1.330252101,177.225
Rice,Nagaland,2023,481835.68,3540899.67,8867.16,2183,1.386806723,177.225
Rice,Odisha,2023,4005980.00,10130212.66,2529.00,2183,1.049747899,177.225
Rice,Puducherry,2023,520759.64,3759347.29,9018.92,2183,0.748571429,177.225
Rice,Punjab,2023,3187100.00,14389756.50,4515.00,2183,0.938151261,177.225
Rice,Rajasthan,2023,267766.00,745996.08,2786.00,2183,0.375630252,177.225
Rice,Sikkim,2023,260043.38,2296165.30,8002.40,2183,5.023529412,177.225
Rice,Tamil Nadu,2023,2104270.00,5101142.89,2424.00,2183,0.782016807,177.225
Rice,Telangana,2023,4645725.00,16630649.73,3580.00,2183,0.818991597,177.225
Rice,Tripura,2023,476644.11,3511763.73,8846.92,2183,1.471932773,177.225
Rice,Uttar Pradesh,2023,5673973.00,15721877.26,2771.00,2183,0.375966387,177.225
Rice,Uttarakhand,2023,240009.00,633683.02,2640.00,2183,1.416218487,177.225
Rice,West Bengal,2023,4980940.00,15117904.56,3035.00,2183,0.977394958,177.225
Safflower,Andhra Pradesh,2023,2000.00,1172.00,586.00,5800,0.676806723,180.7333333
Safflower,Bihar,2023,87.00,70.99,816.00,5800,0.294453782,180.7333333
Safflower,Chhattisgarh,2023,210.00,84.21,401.00,5800,0.698907563,180.7333333
Safflower,Jharkhand,2023,3.00,2.30,767.00,5800,0.552773109,180.7333333
Safflower,Karnataka,2023,17000.00,12529.00,737.00,5800,0.374705882,180.7333333
Safflower,Maharashtra,2023,44470.00,32507.57,731.00,5800,0.362352941,180.7333333
Safflower,Odisha,2023,640.00,403.20,630.00,5800,1.049747899,180.7333333
Safflower,Telangana,2023,4000.00,3756.00,939.00,5800,0.818991597,180.7333333
Safflower,West Bengal,2023,10.00,6.00,600.00,5800,0.977394958,180.7333333
Sannhemp,Bihar,2023,382189.01,1522549.19,1134.63,6393,0.294453782,171.2583333
Sannhemp,Chhattisgarh,2023,357522.64,1384117.54,1038.45,6394,0.698907563,171.2583333
Sannhemp,Jammu And Kashmir,2023,223018.43,629258.07,514.03,6469,2.904369748,171.2583333
Sannhemp,Karnataka,2023,377294.68,1495081.46,1115.54,6393,0.374705882,171.2583333
Sannhemp,Odisha,2023,336125.99,1264036.07,955.03,6443,1.049747899,171.2583333
Sannhemp,Rajasthan,2023,377238.31,1494765.07,1115.33,6393,0.375630252,171.2583333
Sannhemp,Uttar Pradesh,2023,377217.81,1494650.02,1115.25,6393,0.375966387,171.2583333
Sannhemp,West Bengal,2023,340538.57,1288800.18,972.23,6453,0.977394958,171.2583333
Sesamum,Andaman And Nicobar Islands,2023,703465.10,6592954.26,17525.63,3729,0,220.3083333
Sesamum,Andhra Pradesh,2023,32000.00,8638.00,270.00,8635,0.676806723,220.3083333
Sesamum,Arunachal Pradesh,2023,207936.87,813168.67,3527.22,8635,3.083277311,220.3083333
Sesamum,Assam,2023,12000.00,8196.00,683.00,8635,2.051428571,220.3083333
Sesamum,Bihar,2023,1107.00,971.19,877.00,8635,0.294453782,220.3083333
Sesamum,Chhattisgarh,2023,14560.00,6697.60,460.00,8635,0.698907563,220.3083333
Sesamum,Gujarat,2023,163308.00,130714.20,800.00,8635,0.169327731,220.3083333
Sesamum,Haryana,2023,870.00,492.42,566.00,8635,0.630840336,220.3083333
Sesamum,Himachal Pradesh,2023,1520.00,445.36,293.00,8635,2.242352941,220.3083333
Sesamum,Jammu And Kashmir,2023,218847.88,751934.31,3484.68,8635,2.904369748,220.3083333
Sesamum,Jharkhand,2023,3476.00,1421.68,409.00,8635,0.552773109,220.3083333
Sesamum,Karnataka,2023,18000.00,14040.00,780.00,8635,0.374705882,220.3083333
Sesamum,Kerala,2023,472.20,706.93,1497.00,8635,1.378403361,220.3083333
Sesamum,Madhya Pradesh,2023,236000.00,122484.00,519.00,8635,0.426134454,220.3083333
Sesamum,Maharashtra,2023,25770.00,5031.72,195.00,8635,0.362352941,220.3083333
Sesamum,Meghalaya,2023,251073.54,571078.66,3359.03,8635,2.375966387,220.3083333
Sesamum,Mizoram,2023,314848.37,213163.96,3110.38,8635,1.330252101,220.3083333
Sesamum,Nagaland,2023,311399.29,232520.81,3123.83,8635,1.386806723,220.3083333
Sesamum,Odisha,2023,19090.00,4825.57,253.00,8635,1.049747899,220.3083333
Sesamum,Puducherry,2023,350323.25,14073.19,2972.07,8635,0.748571429,220.3083333
Sesamum,Punjab,2023,1900.00,729.60,384.00,8635,0.938151261,220.3083333
Sesamum,Rajasthan,2023,211861.00,71397.16,337.00,8635,0.375630252,220.3083333
Sesamum,Tamil Nadu,2023,55220.00,33002.63,598.00,8635,0.782016807,220.3083333
Sesamum,Telangana,2023,14000.00,7476.00,534.00,8635,0.818991597,220.3083333
Sesamum,Tripura,2023,306207.71,261656.74,3144.07,8635,1.471932773,220.3083333
Sesamum,Uttar Pradesh,2023,402000.00,119394.00,297.00,8635,0.375966387,220.3083333
Sesamum,Uttarakhand,2023,2012.00,517.08,257.00,8635,1.416218487,220.3083333
Sesamum,West Bengal,2023,258833.00,262448.10,1014.00,8635,0.977394958,220.3083333
Small Millets,Andhra Pradesh,2023,13000.00,12644.00,973.00,6446,0.676806723,171.2583333
Small Millets,Assam,2023,5000.00,3525.00,705.00,6469,2.051428571,171.2583333
Small Millets,Bihar,2023,1692.00,1274.08,753.00,6473,0.294453782,171.2583333
Small Millets,Chhattisgarh,2023,56970.00,22547.32,396.00,6478,0.698907563,171.2583333
Small Millets,Gujarat,2023,11710.00,26441.18,2258.00,2095,0.169327731,171.2583333
Small Millets,Himachal Pradesh,2023,1592.00,1074.60,675.00,6469,2.242352941,171.2583333
Small Millets,Jammu And Kashmir,2023,223018.43,629258.07,514.03,6469,2.904369748,171.2583333
Small Millets,Karnataka,2023,23000.00,21731.00,945.00,6443,0.374705882,171.2583333
Small Millets,Kerala,2023,273.63,131.35,480.00,6478,1.378403361,171.2583333
Small Millets,Madhya Pradesh,2023,145000.00,141230.00,974.00,6446,0.426134454,171.2583333
Small Millets,Maharashtra,2023,57480.00,28050.24,488.00,6478,0.362352941,171.2583333
Small Millets,Meghalaya,2023,255244.09,810113.71,639.68,6469,2.375966387,171.2583333
Small Millets,Nagaland,2023,315569.83,1148671.57,874.88,6443,1.386806723,171.2583333
Small Millets,Odisha,2023,41310.00,32221.80,780.00,6473,1.049747899,171.2583333
Small Millets,Rajasthan,2023,3284.00,2912.91,887.00,6443,0.375630252,171.2583333
Small Millets,Tamil Nadu,2023,15900.00,19109.62,1202.00,6379,0.782016807,171.2583333
Small Millets,Telangana,2023,350199.09,1343016.60,1009.90,6394,0.818991597,171.2583333
Small Millets,Tripura,2023,310378.26,1119535.63,854.64,6449,1.471932773,171.2583333
Small Millets,Uttar Pradesh,2023,49000.00,41918.00,855.00,6449,0.375966387,171.2583333
Small Millets,Uttarakhand,2023,40239.00,61402.23,1526.00,6077,1.416218487,171.2583333
Small Millets,West Bengal,2023,530.00,272.95,515.00,6478,0.977394958,171.2583333
Soybean,Andhra Pradesh,2023,9000.00,12276.00,1364.00,4600,0.676806723,221.025
Soybean,Arunachal Pradesh,2023,352608.28,2170633.92,6020.94,4600,3.083277311,221.025
Soybean,Bihar,2023,18025.00,15393.35,854.00,4600,0.294453782,221.025
Soybean,Chhattisgarh,2023,26710.00,25347.79,949.00,4600,0.698907563,221.025
Soybean,Gujarat,2023,265737.00,378409.49,1424.00,4600,0.169327731,221.025
Soybean,Himachal Pradesh,2023,0.43,0.33,770.00,4600,2.242352941,221.025
Soybean,Jharkhand,2023,120.00,186.72,1556.00,4600,0.552773109,221.025
Soybean,Karnataka,2023,383000.00,413257.00,1079.00,4600,0.374705882,221.025
Soybean,Madhya Pradesh,2023,6060000.00,5472180.00,903.00,4600,0.426134454,221.025
Soybean,Maharashtra,2023,5090420.00,5232951.76,1028.00,4600,0.362352941,221.025
Soybean,Manipur,2023,494794.78,2968607.68,6575.32,4600,0.751848739,221.025
Soybean,Meghalaya,2023,395744.95,2412723.93,6189.13,4600,2.375966387,221.025
Soybean,Mizoram,2023,459519.78,2770638.63,6437.79,4600,1.330252101,221.025
Soybean,Nagaland,2023,456070.69,2751281.79,6424.34,4600,1.386806723,221.025
Soybean,Rajasthan,2023,1126480.00,1170412.72,1039.00,4600,0.375630252,221.025
Soybean,Sikkim,2023,234278.39,1506547.41,5559.58,4600,5.023529412,221.025
Soybean,Telangana,2023,181000.00,268604.00,1484.00,4600,0.818991597,221.025
Soybean,Uttar Pradesh,2023,28000.00,17556.00,627.00,4600,0.375966387,221.025
Soybean,Uttarakhand,2023,7640.00,8877.68,1162.00,4600,1.416218487,221.025
Soybean,West Bengal,2023,90.00,66.24,736.00,4600,0.977394958,221.025
Sugarcane,Andaman And Nicobar Islands,2023,680568.31,6169916.58,16155.91,315,0,211.825
Sugarcane,Andhra Pradesh,2023,27000.00,2171367.00,80421.00,315,0.676806723,211.825
Sugarcane,Arunachal Pradesh,2023,492528.91,5114608.93,15422.75,315,3.083277311,211.825
Sugarcane,Assam,2023,30000.00,1191840.00,39728.00,315,2.051428571,211.825
Sugarcane,Bihar,2023,201950.00,11387960.50,56390.00,315,0.294453782,211.825
Sugarcane,Chhattisgarh,2023,42390.00,2438272.80,57520.00,315,0.698907563,211.825
Sugarcane,Goa,2023,679158.95,6162007.02,16150.41,315,0.023109244,211.825
Sugarcane,Gujarat,2023,201620.00,14702735.26,72923.00,315,0.169327731,211.825
Sugarcane,Haryana,2023,88220.00,7373604.04,83582.00,315,0.630840336,211.825
Sugarcane,Himachal Pradesh,2023,1431.00,21978.73,15359.00,315,2.242352941,211.825
Sugarcane,Jammu And Kashmir,2023,503439.92,5175843.30,15465.29,315,2.904369748,211.825
Sugarcane,Karnataka,2023,543000.00,41811000.00,77000.00,315,0.374705882,211.825
Sugarcane,Kerala,2023,712.31,11188.25,15707.00,315,1.378403361,211.825
Sugarcane,Madhya Pradesh,2023,115000.00,7999515.00,69561.00,315,0.426134454,211.825
Sugarcane,Maharashtra,2023,1437020.00,112087560.00,78000.00,315,0.362352941,211.825
Sugarcane,Manipur,2023,634715.42,5912582.69,15977.13,315,0.751848739,211.825
Sugarcane,Meghalaya,2023,535665.58,5356698.94,15590.94,315,2.375966387,211.825
Sugarcane,Mizoram,2023,599440.42,5714613.64,15839.60,315,1.330252101,211.825
Sugarcane,Nagaland,2023,595991.33,5695256.79,15826.15,315,1.386806723,211.825
Sugarcane,Odisha,2023,8150.00,458714.60,56284.00,315,1.049747899,211.825
Sugarcane,Puducherry,2023,634915.29,5913704.41,15977.91,315,0.748571429,211.825
Sugarcane,Punjab,2023,89900.00,7607517.80,84622.00,315,0.938151261,211.825
Sugarcane,Rajasthan,2023,4162.00,327915.66,78788.00,315,0.375630252,211.825
