Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Maize,Andhra Pradesh,2023,291000,1732237,5953,2090,0.676806723,187.0833333
Maize,Arunachal Pradesh,2023,395257.8097,3251031.008,9412.938975,2090,3.083277311,187.0833333
Maize,Assam,2023,102000,403635,3957,2090,2.051428571,187.0833333
Maize,Bihar,2023,728067,4612673.42,6336,2090,0.294453782,187.0833333
Maize,Chandigarh,2023,505603.0267,3870306.275,9843.169072,2090,1.27394958,187.0833333
Maize,Chhattisgarh,2023,129710,411440.12,3172,2090,0.698907563,187.0833333
Maize,Delhi,2023,544901.1143,4090853.521,9996.390213,2090,0.629579832,187.0833333
Maize,Gujarat,2023,404133,904990.41,2239,2090,0.169327731,187.0833333
Maize,Haryana,2023,4980,18351.3,3685,2090,0.630840336,187.0833333
Maize,Himachal Pradesh,2023,253029,704432.74,2784,2090,2.242352941,187.0833333
Maize,Jammu And Kashmir,2023,406168.8202,3312265.37,9455.480421,2090,2.904369748,187.0833333
Maize,Jharkhand,2023,244662,537455.82,2197,2090,0.552773109,187.0833333
Maize,Karnataka,2023,1940000,5490089,2830,2090,0.374705882,187.0833333
Maize,Kerala,2023,210.18,536.62,2553,2090,1.378403361,187.0833333
Maize,Madhya Pradesh,2023,1540000,4328580,2811,2090,0.426134454,187.0833333
Maize,Maharashtra,2023,1304920,2397838.75,1838,2090,0.362352941,187.0833333
Maize,Manipur,2023,537444.3176,4049004.768,9967.316562,2090,0.751848739,187.0833333
Maize,Meghalaya,2023,438394.482,3493121.014,9581.126552,2090,2.375966387,187.0833333
Maize,Mizoram,2023,502169.3127,3851035.715,9829.781205,2090,1.330252101,187.0833333
Maize,Nagaland,2023,498720.2239,3831678.869,9816.333392,2090,1.386806723,187.0833333
Maize,Odisha,2023,85920,264676.01,3080,2090,1.049747899,187.0833333
Maize,Punjab,2023,95100,368037,3870,2090,0.938151261,187.0833333
Maize,Rajasthan,2023,879952,2159973.08,2455,2090,0.375630252,187.0833333
Maize,Sikkim,2023,276927.9265,2586944.498,8951.577091,2090,5.023529412,187.0833333
Maize,Tamil Nadu,2023,455690,3056648.23,6708,2090,0.782016807,187.0833333
Maize,Telangana,2023,486000,2668140,5490,2090,0.818991597,187.0833333
Maize,Tripura,2023,493528.6534,3802542.933,9796.091737,2090,1.471932773,187.0833333
Maize,Uttar Pradesh,2023,891000,1977442,2219,2090,0.375966387,187.0833333
Maize,Uttarakhand,2023,16924,41119.2,2430,2090,1.416218487,187.0833333
Maize,West Bengal,2023,392646,2678030.42,6820,2090,0.977394958,187.0833333
Mesta,Andhra Pradesh,2023,1000,11950,2151,2094.71,0.676806723,172.225
Mesta,Assam,2023,3000,19716.67,1183,6393.74,2.051428571,172.225
Mesta,Bihar,2023,13690,200482.44,2636,2094.71,0.294453782,172.225
Mesta,Chhattisgarh,2023,310,676.83,393,6502.29,0.698907563,172.225
Mesta,Meghalaya,2023,492361.7271,4695092.973,13398.52694,2094.71,2.375966387,172.225
Mesta,Nagaland,2023,552687.4691,5033650.828,13633.73378,2094.71,1.386806723,172.225
Mesta,Odisha,2023,3640,18119.11,896,6467.21,1.049747899,172.225
Mesta,Tripura,2023,547495.8985,5004514.891,13613.49212,2094.71,1.471932773,172.225
Mesta,West Bengal,2023,11877,161527.2,2448,2094.71,0.977394958,172.225
Moong,Andaman And Nicobar Islands,2023,352079.4542,-465367.5826,-5122.414861,8558,0,186.4333333
Moong,Andhra Pradesh,2023,61000,54658,896,8558,0.676806723,186.4333333
Moong,Arunachal Pradesh,2023,164040.0526,-1520675.225,-5855.570427,8558,3.083277311,186.4333333
Moong,Assam,2023,12000,9156,763,8558,2.051428571,186.4333333
Moong,Bihar,2023,165082,111497.31,675,8558,0.294453782,186.4333333
Moong,Chhattisgarh,2023,4710,1820.16,386,8558,0.698907563,186.4333333
Moong,Gujarat,2023,131748,105062.33,797,8558,0.169327731,186.4333333
Moong,Haryana,2023,32320,21879.66,677,8558,0.630840336,186.4333333
Moong,Himachal Pradesh,2023,215325.3893,-1232853.591,-5655.611643,8558,2.242352941,186.4333333
Moong,Jammu And Kashmir,2023,174951.063,-1459440.863,-5813.028981,8558,2.904369748,186.4333333
Moong,Jharkhand,2023,20909,18546.28,887,8558,0.552773109,186.4333333
Moong,Karnataka,2023,292000,91931,315,8558,0.374705882,186.4333333
Moong,Kerala,2023,179.9,124.41,692,8558,1.378403361,186.4333333
Moong,Madhya Pradesh,2023,1118525,1337686,1196,8558,0.426134454,186.4333333
Moong,Maharashtra,2023,190860,72496.1,380,8558,0.362352941,186.4333333
Moong,Manipur,2023,306226.5604,-722701.4648,-5301.19284,8558,0.751848739,186.4333333
Moong,Nagaland,2023,267502.4668,-940027.3633,-5452.17601,8558,1.386806723,186.4333333
Moong,Odisha,2023,257760,88114.45,342,8558,1.049747899,186.4333333
Moong,Puducherry,2023,306426.4333,-721579.7456,-5300.413547,8558,0.748571429,186.4333333
Moong,Punjab,2023,16300,17527.4,1075,8558,0.938151261,186.4333333
Moong,Rajasthan,2023,2364015,813221.16,344,8558,0.375630252,186.4333333
Moong,Tamil Nadu,2023,128370,39018.84,304,8558,0.782016807,186.4333333
Moong,Telangana,2023,28000,20811,743,8558,0.818991597,186.4333333
Moong,Tripura,2023,262310.8963,-969163.2997,-5472.417665,8558,1.471932773,186.4333333
Moong,Uttar Pradesh,2023,113000,67116,594,8558,0.375966387,186.4333333
Moong,West Bengal,2023,64256,41255.1,642,8558,0.977394958,186.4333333
Nigerseed,Andhra Pradesh,2023,1000,399,399,7734,0.676806723,275.0833333
Nigerseed,Assam,2023,5000,2900,580,7734,2.051428571,275.0833333
Nigerseed,Chhattisgarh,2023,22990,4988.83,217,7734,0.698907563,275.0833333
Nigerseed,Gujarat,2023,1070,467.59,437,7734,0.169327731,275.0833333
Nigerseed,Jharkhand,2023,1458,551.12,378,7734,0.552773109,275.0833333
Nigerseed,Karnataka,2023,480622.0464,2012142.334,3294.914192,7734,0.374705882,275.0833333
Nigerseed,Madhya Pradesh,2023,10000,2930,293,7734,0.426134454,275.0833333
Nigerseed,Maharashtra,2023,4810,899.47,187,7734,0.362352941,275.0833333
Nigerseed,Odisha,2023,35250,13077.75,371,7734,1.049747899,275.0833333
Nigerseed,West Bengal,2023,1100,572,520,7734,0.977394958,275.0833333
Other Pulses,Andhra Pradesh,2023,43000,27459,639,6478.99,0.676806723,171.2583333
Other Pulses,Arunachal Pradesh,2023,212107.417,568023.705,471.4886761,6468.74,3.083277311,171.2583333
Other Pulses,Assam,2023,45000,41195,915,6433.66,2.051428571,171.2583333
Other Pulses,Bihar,2023,65697,67059.39,1021,6394.26,0.294453782,171.2583333
Other Pulses,Chhattisgarh,2023,184740,99329.46,538,6478.29,0.698907563,171.2583333
Other Pulses,Goa,2023,398737.4585,1615421.789,1199.149223,6387.37,0.023109244,171.2583333
Other Pulses,Gujarat,2023,40542,25179.35,621,6478.99,0.169327731,171.2583333
Other Pulses,Haryana,2023,2590,2728.25,1053,6392.76,0.630840336,171.2583333
Other Pulses,Himachal Pradesh,2023,22655,43934.76,1939,2094.71,2.242352941,171.2583333
Other Pulses,Jammu And Kashmir,2023,223018.4275,629258.0669,514.0301223,6468.74,2.904369748,171.2583333
Other Pulses,Jharkhand,2023,86019,96945.38,1127,6392.76,0.552773109,171.2583333
Other Pulses,Karnataka,2023,253000,145815,576,6478.29,0.374705882,171.2583333
Other Pulses,Kerala,2023,1249.33,1709.19,1368,6371.39,1.378403361,171.2583333
Other Pulses,Ladakh,2023,332272.031,1242407.022,940.0040769,6443.21,1.112941176,171.2583333
Other Pulses,Madhya Pradesh,2023,129000,136095,1055,6392.76,0.426134454,171.2583333
Other Pulses,Maharashtra,2023,171620,99656.08,581,6478.99,0.362352941,171.2583333
Other Pulses,Manipur,2023,354293.9249,1365997.465,1025.866263,6394.26,0.751848739,171.2583333
Other Pulses,Meghalaya,2023,255244.0894,810113.7114,639.6762536,6469.44,2.375966387,171.2583333
Other Pulses,Mizoram,2023,319018.9201,1168028.412,888.3309065,6443.21,1.330252101,171.2583333
Other Pulses,Nagaland,2023,315569.8313,1148671.566,874.8830938,6443.21,1.386806723,171.2583333
Other Pulses,Odisha,2023,364040,202463.8,556,6478.29,1.049747899,171.2583333
Other Pulses,Puducherry,2023,354493.7978,1367119.184,1026.645557,6394.26,0.748571429,171.2583333
Other Pulses,Punjab,2023,1800,2674.8,1486,6371.39,0.938151261,171.2583333
Other Pulses,Rajasthan,2023,995380,401178.65,403,6478.29,0.375630252,171.2583333
Other Pulses,Sikkim,2023,93777.53385,-96062.80518,10.12679227,6421.54,5.023529412,171.2583333
Other Pulses,Tamil Nadu,2023,208950,133651.54,640,6478.99,0.782016807,171.2583333
Other Pulses,Telangana,2023,4000,3404,851,6449.16,0.818991597,171.2583333
Other Pulses,Tripura,2023,310378.2608,1119535.63,854.6414381,6449.16,1.471932773,171.2583333
Other Pulses,Uttar Pradesh,2023,468000,761436,1627,5148.16,0.375966387,171.2583333
Other Pulses,Uttarakhand,2023,30472,30137.93,989,6446.08,1.416218487,171.2583333
Other Pulses,West Bengal,2023,108869,134507.9,1236,6375.82,0.977394958,171.2583333
Ragi,Andhra Pradesh,2023,27000,32994,1222,3846,0.676806723,245.75
Ragi,Arunachal Pradesh,2023,413499.0386,3282917.256,9626.928919,3846,3.083277311,245.75
Ragi,Bihar,2023,2193,1923.26,877,3846,0.294453782,245.75
Ragi,Chhattisgarh,2023,4180,1162.04,278,3846,0.698907563,245.75
Ragi,Dadra And Nagar Haveli,2023,596362.2446,4309175.248,10339.90278,3846,0.08487395,245.75
Ragi,Gujarat,2023,9930,8145.98,820,3846,0.169327731,245.75
Ragi,Himachal Pradesh,2023,1024,897.02,876,3846,2.242352941,245.75
Ragi,Jammu And Kashmir,2023,424410.0491,3344151.618,9669.470365,3846,2.904369748,245.75
Ragi,Jharkhand,2023,33822,32841.16,971,3846,0.552773109,245.75
Ragi,Karnataka,2023,811000,1016994,1254,3846,0.374705882,245.75
Ragi,Kerala,2023,215,286.17,1331,3846,1.378403361,245.75
Ragi,Maharashtra,2023,70040,90141.48,1287,3846,0.362352941,245.75
Ragi,Nagaland,2023,516961.4529,3863565.118,10030.32334,3846,1.386806723,245.75
Ragi,Odisha,2023,64700,54736.2,846,3846,1.049747899,245.75
Ragi,Puducherry,2023,555885.4194,4082012.735,10182.0858,3846,0.748571429,245.75
Ragi,Sikkim,2023,295169.1554,2618830.746,9165.567035,3846,5.023529412,245.75
Ragi,Tamil Nadu,2023,72680,181118.56,2492,3846,0.782016807,245.75
Ragi,Uttarakhand,2023,68806,105961.24,1540,3846,1.416218487,245.75
Ragi,West Bengal,2023,6476,6229.91,962,3846,0.977394958,245.75
Rapeseed & Mustard,Andhra Pradesh,2023,1000,676,676,5650,0.676806723,171.1083333
Rapeseed & Mustard,Arunachal Pradesh,2023,246493.4423,272387.3387,-147.8421885,5650,3.083277311,171.1083333
Rapeseed & Mustard,Assam,2023,298000,207110,695,5650,2.051428571,171.1083333
Rapeseed & Mustard,Bihar,2023,78301,90281.05,1153,5650,0.294453782,171.1083333
Rapeseed & Mustard,Chhattisgarh,2023,38010,19081.02,502,5650,0.698907563,171.1083333
Rapeseed & Mustard,Delhi,2023,396136.7469,1112209.852,435.60905,5650,0.629579832,171.1083333
Rapeseed & Mustard,Gujarat,2023,277347,483970.52,1745,5650,0.169327731,171.1083333
Rapeseed & Mustard,Haryana,2023,754270,1418781.87,1881,5650,0.630840336,171.1083333
Rapeseed & Mustard,Himachal Pradesh,2023,8188,6640.47,811,5650,2.242352941,171.1083333
Rapeseed & Mustard,Jammu And Kashmir,2023,257404.4528,333621.7005,-105.3007423,5650,2.904369748,171.1083333
Rapeseed & Mustard,Jharkhand,2023,370524,294566.58,795,5650,0.552773109,171.1083333
Rapeseed & Mustard,Kerala,2023,2.65,2.53,955,5650,1.378403361,171.1083333
Rapeseed & Mustard,Ladakh,2023,366658.0563,946770.6556,320.6732123,5650,1.112941176,171.1083333
Rapeseed & Mustard,Madhya Pradesh,2023,1335000,1747515,1309,5650,0.426134454,171.1083333
Rapeseed & Mustard,Maharashtra,2023,18160,6846.32,377,5650,0.362352941,171.1083333
Rapeseed & Mustard,Manipur,2023,388679.9502,1070361.098,406.5353984,5650,0.751848739,171.1083333
Rapeseed & Mustard,Meghalaya,2023,289630.1146,514477.345,20.34538896,5650,2.375966387,171.1083333
Rapeseed & Mustard,Mizoram,2023,353404.9454,872392.0461,269.0000419,5650,1.330252101,171.1083333
Rapeseed & Mustard,Nagaland,2023,349955.8565,853035.1999,255.5522292,5650,1.386806723,171.1083333
Rapeseed & Mustard,Odisha,2023,22540,7686.14,341,5650,1.049747899,171.1083333
Rapeseed & Mustard,Punjab,2023,53000,82892,1564,5650,0.938151261,171.1083333
Rapeseed & Mustard,Rajasthan,2023,3766000,5976642,1587,5650,0.375630252,171.1083333
Rapeseed & Mustard,Sikkim,2023,128163.5591,-391699.1715,-609.2040723,5650,5.023529412,171.1083333
Rapeseed & Mustard,Tamil Nadu,2023,360,79.92,222,5650,0.782016807,171.1083333
Rapeseed & Mustard,Telangana,2023,384585.1181,1047380.237,390.5698674,5650,0.818991597,171.1083333
Rapeseed & Mustard,Tripura,2023,344764.286,823899.2636,235.3105735,5650,1.471932773,171.1083333
Rapeseed & Mustard,Uttar Pradesh,2023,1300000,1874600,1442,5650,0.375966387,171.1083333
Rapeseed & Mustard,Uttarakhand,2023,23879,22040.32,923,5650,1.416218487,171.1083333
Rapeseed & Mustard,West Bengal,2023,632896,787955.52,1245,5650,0.977394958,171.1083333
Rice,Andaman And Nicobar Islands,2023,566412.6657,4015559.452,9196.919452,2183,0,177.225
Rice,Andhra Pradesh,2023,1921000,7359136,3831,2183,0.676806723,177.225
Rice,Arunachal Pradesh,2023,378373.264,2960251.81,8463.763885,2183,3.083277311,177.225
Rice,Assam,2023,2318000,4928814,2126,2183,2.051428571,177.225
Rice,Bihar,2023,3106186,7872611.86,2534,2183,0.294453782,177.225
Rice,Chandigarh,2023,488718.481,3579527.077,8893.993983,2183,1.27394958,177.225
Rice,Chhattisgarh,2023,3821550,9702915.45,2539,2183,0.698907563,177.225
Rice,Dadra And Nagar Haveli,2023,561236.47,3986509.801,9176.737742,2183,0.08487395,177.225
Rice,Delhi,2023,528016.5686,3800074.323,9047.215124,2183,0.629579832,177.225
Rice,Goa,2023,565003.3054,4007649.893,9191.424432,2183,0.023109244,177.225
Rice,Gujarat,2023,961794,2484054.78,2583,2183,0.169327731,177.225
Rice,Haryana,2023,1563450,5975505.9,3822,2183,0.630840336,177.225
Rice,Himachal Pradesh,2023,69870,151967.25,2175,2183,2.242352941,177.225
Rice,Jammu And Kashmir,2023,389284.2745,3021486.172,8506.305332,2183,2.904369748,177.225
Rice,Jharkhand,2023,1092490,1836836.21,1681,2183,0.552773109,177.225
Rice,Karnataka,2023,1035000,3262956,3153,2183,0.374705882,177.225
Rice,Kerala,2023,252383,696610.04,2760,2183,1.378403361,177.225
Rice,Madhya Pradesh,2023,3315400,6898003,2081,2183,0.426134454,177.225
Rice,Maharashtra,2023,1696720,3948820.4,2327,2183,0.362352941,177.225
Rice,Manipur,2023,520559.7719,3758225.569,9018.141472,2183,0.751848739,177.225
Rice,Meghalaya,2023,421509.9363,3202341.816,8631.951463,2183,2.375966387,177.225
Rice,Mizoram,2023,485284.767,3560256.517,8880.606116,2183,1.330252101,177.225
Rice,Nagaland,2023,481835.6782,3540899.671,8867.158303,2183,1.386806723,177.225
Rice,Odisha,2023,4005980,10130212.66,2529,2183,1.049747899,177.225
Rice,Puducherry,2023,520759.6448,3759347.289,9018.920766,2183,0.748571429,177.225
Rice,Punjab,2023,3187100,14389756.5,4515,2183,0.938151261,177.225
Rice,Rajasthan,2023,267766,745996.08,2786,2183,0.375630252,177.225
Rice,Sikkim,2023,260043.3808,2296165.299,8002.402002,2183,5.023529412,177.225
Rice,Tamil Nadu,2023,2104270,5101142.89,2424,2183,0.782016807,177.225
Rice,Telangana,2023,4645725,16630649.73,3580,2183,0.818991597,177.225
Rice,Tripura,2023,476644.1077,3511763.735,8846.916647,2183,1.471932773,177.225
Rice,Uttar Pradesh,2023,5673973,15721877.26,2771,2183,0.375966387,177.225
Rice,Uttarakhand,2023,240009,633683.02,2640,2183,1.416218487,177.225
Rice,West Bengal,2023,4980940,15117904.56,3035,2183,0.977394958,177.225
Safflower,Andhra Pradesh,2023,2000,1172,586,5800,0.676806723,180.7333333
Safflower,Bihar,2023,87,70.99,816,5800,0.294453782,180.7333333
Safflower,Chhattisgarh,2023,210,84.21,401,5800,0.698907563,180.7333333
Safflower,Jharkhand,2023,3,2.3,767,5800,0.552773109,180.7333333
Safflower,Karnataka,2023,17000,12529,737,5800,0.374705882,180.7333333
Safflower,Maharashtra,2023,44470,32507.57,731,5800,0.362352941,180.7333333
Safflower,Odisha,2023,640,403.2,630,5800,1.049747899,180.7333333
Safflower,Telangana,2023,4000,3756,939,5800,0.818991597,180.7333333
Safflower,West Bengal,2023,10,6,600,5800,0.977394958,180.7333333
Sannhemp,Bihar,2023,382189.0071,1522549.194,1134.627696,6392.76,0.294453782,171.2583333
Sannhemp,Chhattisgarh,2023,357522.641,1384117.544,1038.454854,6394.26,0.698907563,171.2583333
Sannhemp,Jammu And Kashmir,2023,223018.4275,629258.0669,514.0301223,6468.74,2.904369748,171.2583333
Sannhemp,Karnataka,2023,377294.6835,1495081.455,1115.54499,6392.76,0.374705882,171.2583333
Sannhemp,Odisha,2023,336125.9905,1264036.069,955.030459,6443.21,1.049747899,171.2583333
Sannhemp,Rajasthan,2023,377238.3091,1494765.073,1115.32519,6392.76,0.375630252,171.2583333
Sannhemp,Uttar Pradesh,2023,377217.8093,1494650.025,1115.245262,6392.76,0.375966387,171.2583333
Sannhemp,West Bengal,2023,340538.5692,1288800.176,972.2348673,6452.51,0.977394958,171.2583333
Sesamum,Andaman And Nicobar Islands,2023,703465.1034,6592954.259,17525.62627,3729.04,0,220.3083333
Sesamum,Andhra Pradesh,2023,32000,8638,270,8635,0.676806723,220.3083333
Sesamum,Arunachal Pradesh,2023,207936.8713,-813168.6669,-3527.222002,8635,3.083277311,220.3083333
Sesamum,Assam,2023,12000,8196,683,8635,2.051428571,220.3083333
Sesamum,Bihar,2023,1107,971.19,877,8635,0.294453782,220.3083333
Sesamum,Chhattisgarh,2023,14560,6697.6,460,8635,0.698907563,220.3083333
Sesamum,Gujarat,2023,163308,130714.2,800,8635,0.169327731,220.3083333
Sesamum,Haryana,2023,870,492.42,566,8635,0.630840336,220.3083333
Sesamum,Himachal Pradesh,2023,1520,445.36,293,8635,2.242352941,220.3083333
Sesamum,Jammu And Kashmir,2023,218847.8818,-751934.3051,-3484.680556,8635,2.904369748,220.3083333
Sesamum,Jharkhand,2023,3476,1421.68,409,8635,0.552773109,220.3083333
Sesamum,Karnataka,2023,18000,14040,780,8635,0.374705882,220.3083333
Sesamum,Kerala,2023,472.2,706.93,1497,8635,1.378403361,220.3083333
Sesamum,Madhya Pradesh,2023,236000,122484,519,8635,0.426134454,220.3083333
Sesamum,Maharashtra,2023,25770,5031.72,195,8635,0.362352941,220.3083333
Sesamum,Meghalaya,2023,251073.5436,-571078.6606,-3359.034424,8635,2.375966387,220.3083333
Sesamum,Mizoram,2023,314848.3743,-213163.9595,-3110.379771,8635,1.330252101,220.3083333
Sesamum,Nagaland,2023,311399.2855,-232520.8057,-3123.827584,8635,1.386806723,220.3083333
Sesamum,Odisha,2023,19090,4825.57,253,8635,1.049747899,220.3083333
Sesamum,Puducherry,2023,350323.252,-14073.188,-2972.065121,8635,0.748571429,220.3083333
Sesamum,Punjab,2023,1900,729.6,384,8635,0.938151261,220.3083333
Sesamum,Rajasthan,2023,211861,71397.16,337,8635,0.375630252,220.3083333
Sesamum,Tamil Nadu,2023,55220,33002.63,598,8635,0.782016807,220.3083333
Sesamum,Telangana,2023,14000,7476,534,8635,0.818991597,220.3083333
Sesamum,Tripura,2023,306207.715,-261656.7421,-3144.06924,8635,1.471932773,220.3083333
Sesamum,Uttar Pradesh,2023,402000,119394,297,8635,0.375966387,220.3083333
Sesamum,Uttarakhand,2023,2012,517.08,257,8635,1.416218487,220.3083333
Sesamum,West Bengal,2023,258833,262448.1,1014,8635,0.977394958,220.3083333
Small Millets,Andhra Pradesh,2023,13000,12644,973,6446.08,0.676806723,171.2583333
Small Millets,Assam,2023,5000,3525,705,6469.44,2.051428571,171.2583333
Small Millets,Bihar,2023,1692,1274.08,753,6472.56,0.294453782,171.2583333
Small Millets,Chhattisgarh,2023,56970,22547.32,396,6478.29,0.698907563,171.2583333
Small Millets,Gujarat,2023,11710,26441.18,2258,2094.71,0.169327731,171.2583333
Small Millets,Himachal Pradesh,2023,1592,1074.6,675,6469.44,2.242352941,171.2583333
Small Millets,Jammu And Kashmir,2023,223018.4275,629258.0669,514.0301223,6468.74,2.904369748,171.2583333
Small Millets,Karnataka,2023,23000,21731,945,6443.21,0.374705882,171.2583333
Small Millets,Kerala,2023,273.63,131.35,480,6478.29,1.378403361,171.2583333
Small Millets,Madhya Pradesh,2023,145000,141230,974,6446.08,0.426134454,171.2583333
Small Millets,Maharashtra,2023,57480,28050.24,488,6478.29,0.362352941,171.2583333
Small Millets,Meghalaya,2023,255244.0894,810113.7114,639.6762536,6469.44,2.375966387,171.2583333
Small Millets,Nagaland,2023,315569.8313,1148671.566,874.8830938,6443.21,1.386806723,171.2583333
Small Millets,Odisha,2023,41310,32221.8,780,6472.56,1.049747899,171.2583333
Small Millets,Rajasthan,2023,3284,2912.91,887,6443.21,0.375630252,171.2583333
Small Millets,Tamil Nadu,2023,15900,19109.62,1202,6378.89,0.782016807,171.2583333
Small Millets,Telangana,2023,350199.0929,1343016.603,1009.900732,6394.26,0.818991597,171.2583333
Small Millets,Tripura,2023,310378.2608,1119535.63,854.6414381,6449.16,1.471932773,171.2583333
Small Millets,Uttar Pradesh,2023,49000,41918,855,6449.16,0.375966387,171.2583333
Small Millets,Uttarakhand,2023,40239,61402.23,1526,6076.5,1.416218487,171.2583333
Small Millets,West Bengal,2023,530,272.95,515,6478.29,0.977394958,171.2583333
Soybean,Andhra Pradesh,2023,9000,12276,1364,4600,0.676806723,221.025
Soybean,Arunachal Pradesh,2023,352608.2761,2170633.925,6020.943967,4600,3.083277311,221.025
